from_region,to_region,distance_km,base_rate_per_ldm,base_rate_per_km,coefficient,seasonal_factors,urgency_factors
MT-1,RO-1,1860.4,345.06012388596565,0.4140721486631587,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,RO-2,1853.1,341.65678253273705,0.40998813903928444,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,RO-3,1792.5,343.72610169688016,0.4124713220362562,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,IT-1,1133.2,346.0425056117524,0.41525100673410287,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,EE-1,3450.7,311.320872964554,0.3976535520219513,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,SE-1,3339.9,292.863740461246,0.374078055042936,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,CZ-1,2011.6,303.45539816720583,0.3876068951379436,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,SK-1,1906.2,352.5824611912072,0.42309895342944864,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,FR-1,2046.7,287.1358265407988,0.3667617280184993,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,LT-1,2962.9,308.143461925279,0.3935950101902723,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,PL-1,2403.5,288.01918562252075,0.367890052223724,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-1,PT-1,2738.2,288.8499716191202,0.36895122425299387,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,DK-1,2878.8,287.72584194474183,0.3675153611395022,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,LV-1,3218.4,310.34438065957573,0.3964062677332396,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,LV-2,3191.5,303.9435565268569,0.3882304251435484,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,LV-3,3181.3,310.2490127632524,0.3962844532774316,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,LV-4,3236.0,283.4095661622373,0.3620021349299165,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,MT-1,11.1,409.46055720183216,0.5264492878309271,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,MT-3,5.7,428.82308503491373,0.5513439664734605,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,MT-4,10.8,435.60566085740084,0.5600644211023725,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,MT-5,3.1,432.10050246796095,0.5555577888873784,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,MT-6,11.2,437.08881304794903,0.5619713310616489,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,ES-1,2297.5,298.9249030475624,0.38182004422881916,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,IE-1,3323.5,293.5200492158784,0.37491636538498746,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,BE-1,2359.1,302.0587128457619,0.38582289371895634,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,AT-1,1708.2,332.53316946337844,0.3990398033560541,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,BG-1,1608.5,342.2173814554214,0.4106608577465057,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,BG-2,1524.5,350.99583568815245,0.4211950028257829,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,DE-1,2233.4,296.6625475349548,0.3789303128177574,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,LU-1,2164.7,308.5122222510832,0.3940660317828962,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,FI-1,3942.5,312.24352509324143,0.3988320656653168,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,CY-1,2211.2,308.5935904761716,0.3941699643056982,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,HU-1,1703.1,345.1486001556985,0.41417832018683814,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,HR-1,1359.6,353.4361523136519,0.4241233827763823,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,NL-1,2525.1,301.96240694373984,0.38569988113822234,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,RO-1,1859.3,335.1735400185525,0.40220824802226296,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,RO-2,1852.7,356.26074939857506,0.42751289927829,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,RO-3,1792.1,345.95066442118514,0.4151407973054222,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,IT-1,1124.2,345.6884575649395,0.41482614907792736,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,EE-1,3445.9,285.3794923016018,0.3645183431079283,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,SE-1,3333.0,301.4722723151697,0.3850738268227377,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,CZ-1,2004.8,293.8154950498188,0.3752937415762392,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,SK-1,1901.3,338.23326071416096,0.40587991285699315,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,FR-1,2036.0,294.2614141833231,0.3758633189568497,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,LT-1,2958.4,305.28744579549374,0.3899469895875214,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,PL-1,2398.1,308.5540802181592,0.39411949742151425,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-2,PT-1,2727.9,298.43673244445665,0.38119649858451604,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,DK-1,2883.8,301.6960915081067,0.38535971352295983,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,LV-1,3222.4,310.4761887234775,0.39657462761318135,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,LV-2,3195.5,304.74662319603607,0.3892561909730881,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,LV-3,3185.1,311.01054943197096,0.397257172383694,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,LV-4,3239.7,299.9715924833933,0.3831569920796284,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,MT-1,6.0,438.1757235573065,0.5633687874308227,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,MT-2,5.7,428.4158778921844,0.5508204144328086,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,MT-4,5.9,431.3847901865203,0.554637587382669,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,MT-5,4.1,400.174997710464,0.5145107113420252,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,MT-6,16.7,413.2096186179402,0.5312695096516374,1.2,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,ES-1,2302.2,291.0878178417571,0.3718096496802276,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,IE-1,3329.2,305.37061839313884,0.3900532268551017,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,BE-1,2364.7,301.3896665515365,0.38496831357843314,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,AT-1,1713.0,356.6672149212055,0.42800065790544656,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,BG-1,1609.8,339.86892043489365,0.4078427045218724,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,BG-2,1525.5,336.4671270114282,0.40376055241371384,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,DE-1,2238.7,291.8227303609752,0.37274836146948087,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,LU-1,2170.2,308.07289902564014,0.39350487942770845,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,FI-1,3946.7,282.6793985045548,0.3610694838041372,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,CY-1,2208.4,284.850050103894,0.3638420808049738,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,HU-1,1707.0,350.3886278711987,0.4204663534454384,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,HR-1,1364.0,342.5479949898818,0.41105759398785807,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,NL-1,2530.6,294.29857823600594,0.3759107890073353,0.85,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,RO-1,1861.6,335.0375117114702,0.4020450140537642,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
MT-3,RO-2,1854.7,350.2881748059576,0.42034580976714914,0.9,"{""1"": 0.9, ""2"": 0.9, ""3"": 0.95, ""4"": 1.0, ""5"": 1.0, ""6"": 1.05, ""7"": 0.9, ""8"": 0.85, ""9"": 1.1, ""10"": 1.15, ""11"": 1.1, ""12"": 1.0}","{""standard"": 1.0, ""express"": 1.3, ""same_day"": 1.8}"
